app_id,review_score,review_score_desc,total_positive,total_negative,total_reviews
507030,5,Mixed,10,5,15
507050,6,Mostly Positive,40,17,57
507060,7,Positive,16,1,17
507120,7,Positive,35,6,41
507340,0,7 user reviews,5,2,7
507360,0,9 user reviews,5,4,9
507490,6,Mostly Positive,1186,329,1515
508170,6,Mostly Positive,265,68,333
508180,6,Mostly Positive,103,44,147
508190,8,Very Positive,1429,350,1779
508200,6,Mostly Positive,7,3,10
508230,5,Mixed,34,16,50
508300,5,Mixed,76,40,116
508390,6,Mostly Positive,536,175,711
508520,5,Mixed,9,6,15
508530,6,Mostly Positive,90,38,128
508620,0,No user reviews,0,0,0
508650,0,No user reviews,0,0,0
508680,0,3 user reviews,2,1,3
508710,6,Mostly Positive,19,8,27
508730,6,Mostly Positive,11,3,14
508740,5,Mixed,48,25,73
508760,6,Mostly Positive,24,9,33
508790,8,Very Positive,213,23,236
508820,5,Mixed,24,13,37
508840,6,Mostly Positive,17,7,24
508900,8,Very Positive,288,17,305
508930,0,7 user reviews,3,4,7
508940,7,Positive,11,2,13
508980,8,Very Positive,482,53,535
508990,8,Very Positive,103,6,109
509000,6,Mostly Positive,18,6,24
509110,8,Very Positive,258,55,313
509160,7,Positive,23,1,24
509170,5,Mixed,7,7,14
509190,5,Mixed,30,27,57
509210,5,Mixed,29,13,42
509220,8,Very Positive,1160,130,1290
509250,8,Very Positive,333,26,359
509260,4,Mostly Negative,10,17,27
509290,6,Mostly Positive,24,9,33
509310,0,4 user reviews,3,1,4
509400,0,2 user reviews,2,0,2
509420,5,Mixed,219,101,320
509570,8,Very Positive,176,16,192
509580,0,No user reviews,0,0,0
509600,6,Mostly Positive,88,25,113
509620,7,Positive,8,2,10
509800,5,Mixed,142,98,240
509820,7,Positive,9,1,10
509880,5,Mixed,55,33,88
509920,0,3 user reviews,3,0,3
509960,5,Mixed,20,21,41
510040,7,Positive,23,1,24
510060,7,Positive,35,0,35
510240,7,Positive,34,5,39
510290,7,Positive,29,6,35
510360,6,Mostly Positive,14,6,20
510390,0,No user reviews,0,0,0
510420,0,No user reviews,0,0,0
510510,5,Mixed,712,485,1197
510520,8,Very Positive,69,6,75
510550,0,7 user reviews,4,3,7
510570,5,Mixed,29,18,47
510620,8,Very Positive,173,30,203
510650,6,Mostly Positive,73,19,92
510680,8,Very Positive,92,2,94
510710,0,3 user reviews,3,0,3
510740,7,Positive,19,4,23
510840,5,Mixed,21,12,33
510850,5,Mixed,36,18,54
510990,7,Positive,10,0,10
511010,5,Mixed,18,11,29
511070,5,Mixed,6,8,14
511090,8,Very Positive,171,26,197
511120,0,5 user reviews,4,1,5
511140,8,Very Positive,119,11,130
511160,6,Mostly Positive,79,27,106
511190,5,Mixed,19,13,32
511250,7,Positive,12,2,14
511330,5,Mixed,9,9,18
511350,8,Very Positive,126,6,132
511380,7,Positive,19,1,20
511390,0,7 user reviews,6,1,7
511430,5,Mixed,40,21,61
511460,6,Mostly Positive,10,4,14
511470,9,Overwhelmingly Positive,1262,24,1286
511490,5,Mixed,20,9,29
511500,7,Positive,29,6,35
511610,0,4 user reviews,3,1,4
511630,8,Very Positive,63,12,75
511670,5,Mixed,7,6,13
511680,8,Very Positive,2180,146,2326
511700,7,Positive,11,1,12
511740,8,Very Positive,1001,170,1171
511750,6,Mostly Positive,40,14,54
511820,7,Positive,13,2,15
511920,0,3 user reviews,2,1,3
512000,7,Positive,20,1,21
512020,5,Mixed,57,26,83
512070,0,No user reviews,0,0,0
512090,0,6 user reviews,3,3,6
512160,0,6 user reviews,6,0,6
512170,5,Mixed,47,26,73
512180,8,Very Positive,237,4,241
512230,8,Very Positive,130,12,142
512240,7,Positive,37,2,39
512250,8,Very Positive,2122,184,2306
512260,7,Positive,23,2,25
512300,8,Very Positive,320,62,382
512370,0,5 user reviews,5,0,5
512550,6,Mostly Positive,17,7,24
512560,5,Mixed,38,37,75
512680,0,8 user reviews,8,0,8
512720,0,No user reviews,0,0,0
512740,8,Very Positive,49,2,51
512770,5,Mixed,18,8,26
512790,8,Very Positive,781,54,835
512900,9,Overwhelmingly Positive,4163,208,4371
512920,0,5 user reviews,4,1,5
513210,6,Mostly Positive,33,12,45
513230,8,Very Positive,963,164,1127
513250,7,Positive,27,1,28
513300,7,Positive,17,1,18
513320,5,Mixed,56,64,120
513330,5,Mixed,85,61,146
513340,8,Very Positive,48,2,50
513370,5,Mixed,44,46,90
513440,5,Mixed,73,65,138
513450,8,Very Positive,889,103,992
513460,5,Mixed,19,25,44
513480,8,Very Positive,61,8,69
513510,8,Very Positive,1216,171,1387
513530,5,Mixed,43,64,107
513550,5,Mixed,37,20,57
513580,5,Mixed,16,7,23
513590,4,Mostly Negative,30,65,95
513620,5,Mixed,71,59,130
513630,5,Mixed,50,47,97
513650,5,Mixed,3097,1408,4505
513660,0,No user reviews,0,0,0
513680,0,9 user reviews,5,4,9
513780,6,Mostly Positive,863,252,1115
513820,6,Mostly Positive,25,7,32
513840,0,7 user reviews,6,1,7
513880,5,Mixed,37,16,53
513890,8,Very Positive,141,12,153
513920,0,8 user reviews,6,2,8
513960,7,Positive,10,0,10
513980,6,Mostly Positive,33,9,42
513990,5,Mixed,29,16,45
514090,8,Very Positive,79,12,91
514200,0,4 user reviews,3,1,4
514220,0,7 user reviews,4,3,7
514240,5,Mixed,50,58,108
514290,5,Mixed,43,44,87
514310,8,Very Positive,362,22,384
514340,8,Very Positive,47,5,52
514360,0,2 user reviews,1,1,2
514520,0,9 user reviews,6,3,9
514530,0,1 user reviews,1,0,1
514540,0,2 user reviews,2,0,2
514570,5,Mixed,5,7,12
514580,8,Very Positive,158,21,179
514620,8,Very Positive,158,5,163
514640,7,Positive,10,2,12
514650,7,Positive,35,5,40
514660,5,Mixed,104,45,149
514670,5,Mixed,37,23,60
514710,0,6 user reviews,0,6,6
514780,5,Mixed,7,7,14
514810,7,Positive,20,5,25
514820,0,8 user reviews,6,2,8
514830,0,No user reviews,0,0,0
514890,8,Very Positive,56,7,63
514900,8,Very Positive,1473,277,1750
514930,0,7 user reviews,4,3,7
514990,5,Mixed,50,28,78
515040,8,Very Positive,1317,175,1492
515180,6,Mostly Positive,800,297,1097
515220,8,Very Positive,2698,548,3246
515230,5,Mixed,16,9,25
515260,6,Mostly Positive,126,37,163
515470,5,Mixed,105,130,235
515570,8,Very Positive,132,10,142
515650,8,Very Positive,86,5,91
515690,5,Mixed,51,61,112
515740,7,Positive,12,3,15
515890,0,6 user reviews,6,0,6
515910,5,Mixed,77,34,111
515980,5,Mixed,22,27,49
516010,7,Positive,14,1,15
516030,0,No user reviews,0,0,0
516040,5,Mixed,11,7,18
516110,0,No user reviews,0,0,0
516120,7,Positive,9,1,10
516130,6,Mostly Positive,44,18,62
516410,6,Mostly Positive,20,7,27
516460,0,2 user reviews,1,1,2
516480,8,Very Positive,175,2,177
516580,7,Positive,35,3,38
516600,8,Very Positive,233,7,240
516750,8,Very Positive,9472,894,10366
516790,7,Positive,13,1,14
516840,7,Positive,44,4,48
516870,0,2 user reviews,1,1,2
516890,7,Positive,18,3,21
516920,5,Mixed,6,4,10
516940,7,Positive,18,3,21
516960,0,5 user reviews,4,1,5
517100,7,Positive,10,0,10
517110,6,Mostly Positive,11,3,14
517140,6,Mostly Positive,12,5,17
517190,0,1 user reviews,1,0,1
517210,7,Positive,10,0,10
517230,7,Positive,13,1,14
517240,0,9 user reviews,3,6,9
517280,0,No user reviews,0,0,0
517330,8,Very Positive,47,7,54
517350,8,Very Positive,51,9,60
517360,6,Mostly Positive,57,17,74
517370,8,Very Positive,111,27,138
517460,5,Mixed,19,10,29
517470,7,Positive,19,2,21
517510,0,9 user reviews,8,1,9
517620,7,Positive,8,2,10
517630,0,No user reviews,0,0,0
517660,0,9 user reviews,8,1,9
517680,6,Mostly Positive,18,7,25
517710,8,Very Positive,1989,280,2269
517720,6,Mostly Positive,102,34,136
517780,8,Very Positive,58,10,68
517860,0,8 user reviews,8,0,8
517910,8,Very Positive,611,41,652
517930,7,Positive,18,1,19
517970,7,Positive,16,1,17
518000,0,8 user reviews,8,0,8
518060,6,Mostly Positive,97,33,130
518100,5,Mixed,103,82,185
518120,6,Mostly Positive,98,32,130
518130,7,Positive,20,5,25
518140,0,8 user reviews,4,4,8
518320,6,Mostly Positive,19,8,27
518620,4,Mostly Negative,50,106,156
518650,7,Positive,22,2,24
518660,5,Mixed,286,231,517
518670,8,Very Positive,137,19,156
518720,8,Very Positive,154,37,191
518730,8,Very Positive,171,18,189
518740,0,1 user reviews,1,0,1
518790,8,Very Positive,11458,2821,14279
518920,5,Mixed,71,37,108
519020,5,Mixed,8,6,14
519080,8,Very Positive,195,21,216
519190,5,Mixed,3990,2079,6069
519490,0,9 user reviews,1,8,9
519870,0,7 user reviews,7,0,7
519990,3,Negative,2,10,12
520080,0,6 user reviews,3,3,6
520150,7,Positive,18,3,21
520230,0,6 user reviews,6,0,6
520290,5,Mixed,18,8,26
520300,0,2 user reviews,2,0,2
520370,0,7 user reviews,6,1,7
520380,5,Mixed,20,19,39
520440,8,Very Positive,1688,106,1794
520470,6,Mostly Positive,36,15,51
520530,5,Mixed,658,283,941
520540,0,No user reviews,0,0,0
520600,8,Very Positive,90,6,96
520610,7,Positive,31,6,37
520670,8,Very Positive,53,11,64
520680,0,8 user reviews,4,4,8
520720,6,Mostly Positive,467,163,630
520750,7,Positive,17,1,18
520850,8,Very Positive,128,8,136
520910,8,Very Positive,62,3,65
520930,7,Positive,14,1,15
520940,5,Mixed,169,109,278
520960,5,Mixed,47,21,68
521100,5,Mixed,23,17,40
521130,8,Very Positive,57,4,61
521140,0,3 user reviews,1,2,3
521200,9,Overwhelmingly Positive,628,30,658
521280,7,Positive,20,4,24
521300,0,3 user reviews,3,0,3
521340,5,Mixed,855,405,1260
521350,8,Very Positive,116,28,144
521510,0,5 user reviews,2,3,5
521540,7,Positive,20,3,23
521580,6,Mostly Positive,46,14,60
521590,5,Mixed,15,10,25
521630,8,Very Positive,229,45,274
521790,6,Mostly Positive,49,15,64
521890,5,Mixed,853,450,1303
521920,8,Very Positive,196,25,221
521940,6,Mostly Positive,60,21,81
522010,7,Positive,30,4,34
522020,8,Very Positive,94,22,116
522030,5,Mixed,67,35,102
522070,0,No user reviews,0,0,0
522080,5,Mixed,7,4,11
522090,4,Mostly Negative,45,84,129
522130,7,Positive,18,2,20
522200,4,Mostly Negative,10,21,31
522210,8,Very Positive,183,29,212
522220,7,Positive,15,3,18
522230,5,Mixed,108,53,161
522240,0,No user reviews,0,0,0
522250,5,Mixed,22,10,32
522340,7,Positive,27,1,28
522470,8,Very Positive,428,42,470
522490,8,Very Positive,77,2,79
522570,4,Mostly Negative,211,372,583
522710,7,Positive,17,0,17
522740,7,Positive,9,1,10
522880,7,Positive,30,2,32
522890,0,6 user reviews,6,0,6
522900,0,5 user reviews,5,0,5
522940,0,No user reviews,0,0,0
522990,7,Positive,16,2,18
523000,8,Very Positive,415,35,450
523060,0,4 user reviews,2,2,4
523070,5,Mixed,7,4,11
523090,7,Positive,43,6,49
523150,7,Positive,22,4,26
523160,6,Mostly Positive,68,22,90
523210,8,Very Positive,786,88,874
523550,0,5 user reviews,5,0,5
523610,5,Mixed,17,10,27
523650,6,Mostly Positive,368,128,496
523680,6,Mostly Positive,25,7,32
523720,7,Positive,13,0,13
523730,5,Mixed,37,16,53
523740,6,Mostly Positive,41,12,53
523750,0,8 user reviews,3,5,8
523760,7,Positive,22,5,27
523780,8,Very Positive,2417,156,2573
523810,6,Mostly Positive,43,14,57
523870,7,Positive,24,1,25
523880,0,4 user reviews,3,1,4
523900,0,2 user reviews,2,0,2
523960,7,Positive,26,6,32
524050,7,Positive,14,0,14
524200,5,Mixed,9,5,14
524220,8,Very Positive,29155,6972,36127
524340,5,Mixed,139,151,290
524350,0,1 user reviews,1,0,1
524430,0,6 user reviews,6,0,6
524540,7,Positive,26,4,30
524560,7,Positive,28,2,30
524580,8,Very Positive,1304,234,1538
524610,0,3 user reviews,0,3,3
524640,8,Very Positive,408,60,468
524660,6,Mostly Positive,127,35,162
524680,5,Mixed,31,15,46
524690,7,Positive,21,0,21
524850,8,Very Positive,291,36,327
524940,0,8 user reviews,6,2,8
524970,5,Mixed,230,292,522
525040,8,Very Positive,195,15,210
525070,7,Positive,12,2,14
525150,7,Positive,43,5,48
525190,5,Mixed,17,22,39
525240,5,Mixed,52,28,80
525290,5,Mixed,12,10,22
525300,5,Mixed,20,16,36
525330,0,5 user reviews,3,2,5
525350,5,Mixed,10,11,21
525360,6,Mostly Positive,786,224,1010
525370,6,Mostly Positive,35,10,45
525380,5,Mixed,98,45,143
525450,7,Positive,30,3,33
525460,0,5 user reviews,4,1,5
525480,8,Very Positive,822,92,914
525500,7,Positive,27,6,33
525510,8,Very Positive,501,37,538
525610,5,Mixed,82,58,140
525620,8,Very Positive,109,17,126
525680,8,Very Positive,114,11,125
525690,7,Positive,34,1,35
525700,5,Mixed,208,189,397
525740,7,Positive,18,1,19
525860,0,2 user reviews,2,0,2
525870,0,4 user reviews,3,1,4
525920,5,Mixed,178,97,275
526130,7,Positive,22,1,23
526140,8,Very Positive,194,25,219
526160,6,Mostly Positive,2268,792,3060
526290,6,Mostly Positive,31,9,40
526400,6,Mostly Positive,39,11,50
526430,5,Mixed,46,22,68
526460,5,Mixed,222,252,474
526490,8,Very Positive,88,3,91
526510,7,Positive,21,3,24
526540,5,Mixed,129,68,197
526590,5,Mixed,13,9,22
526740,5,Mixed,1077,694,1771
526780,7,Positive,12,0,12
526800,7,Positive,41,3,44
526890,0,7 user reviews,7,0,7
526920,8,Very Positive,94,19,113
526980,5,Mixed,14,14,28
527150,7,Positive,33,3,36
527210,6,Mostly Positive,14,6,20
527230,8,Very Positive,2839,525,3364
527240,5,Mixed,22,19,41
527260,0,7 user reviews,6,1,7
527270,8,Very Positive,931,117,1048
527280,6,Mostly Positive,308,132,440
527290,8,Very Positive,347,73,420
527320,7,Positive,12,0,12
527380,7,Positive,21,3,24
527420,8,Very Positive,55,9,64
527430,5,Mixed,2526,1165,3691
527460,5,Mixed,27,14,41
527470,8,Very Positive,47,8,55
527480,5,Mixed,128,58,186
527520,0,7 user reviews,1,6,7
527540,5,Mixed,24,23,47
527720,7,Positive,26,1,27
527730,5,Mixed,11,13,24
527740,7,Positive,36,5,41
527760,5,Mixed,108,95,203
527770,5,Mixed,79,87,166
527790,5,Mixed,17,15,32
527820,7,Positive,19,1,20
527990,6,Mostly Positive,85,33,118
528070,6,Mostly Positive,19,7,26
528080,4,Mostly Negative,18,34,52
528090,5,Mixed,64,53,117
528110,7,Positive,17,4,21
528120,5,Mixed,9,4,13
528160,6,Mostly Positive,179,62,241
528170,5,Mixed,15,8,23
528180,5,Mixed,7,7,14
528250,7,Positive,24,5,29
528260,8,Very Positive,54,9,63
528270,7,Positive,28,3,31
528300,6,Mostly Positive,125,38,163
528420,0,5 user reviews,5,0,5
528430,6,Mostly Positive,51,15,66
528450,5,Mixed,8,5,13
528460,6,Mostly Positive,193,72,265
528510,5,Mixed,157,76,233
528610,5,Mixed,301,166,467
528660,6,Mostly Positive,226,60,286
528670,0,9 user reviews,8,1,9
528720,8,Very Positive,98,20,118
528730,5,Mixed,31,19,50
528740,5,Mixed,98,145,243
528770,7,Positive,13,1,14
528820,5,Mixed,64,47,111
528860,7,Positive,11,0,11
528950,7,Positive,12,1,13
528980,0,9 user reviews,8,1,9
528990,7,Positive,11,1,12
529130,5,Mixed,40,20,60
529150,8,Very Positive,316,7,323
529160,8,Very Positive,209,22,231
529180,5,Mixed,3871,3343,7214
529240,5,Mixed,102,120,222
529280,5,Mixed,9,9,18
529360,6,Mostly Positive,27,7,34
529410,7,Positive,30,5,35
529420,5,Mixed,7,5,12
529440,8,Very Positive,280,25,305
529480,6,Mostly Positive,37,13,50
529490,5,Mixed,49,23,72
529500,5,Mixed,23,12,35
529520,8,Very Positive,281,14,295
529580,7,Positive,9,2,11
529590,8,Very Positive,120,15,135
529660,8,Very Positive,364,36,400
529730,0,5 user reviews,2,3,5
529760,4,Mostly Negative,76,170,246
529780,8,Very Positive,1092,79,1171
529840,6,Mostly Positive,484,189,673
529870,7,Positive,29,5,34
529900,8,Very Positive,95,15,110
529910,5,Mixed,100,87,187
529920,5,Mixed,11,5,16
529940,0,7 user reviews,4,3,7
529950,8,Very Positive,153,22,175
530010,0,2 user reviews,2,0,2
530020,6,Mostly Positive,150,40,190
530040,5,Mixed,102,79,181
530070,5,Mixed,1192,601,1793
530300,0,4 user reviews,3,1,4
530320,0,No user reviews,0,0,0
530370,7,Positive,21,1,22
530390,9,Overwhelmingly Positive,503,16,519
530510,7,Positive,33,4,37
530540,5,Mixed,32,25,57
530560,5,Mixed,230,260,490
530630,5,Mixed,193,114,307
530650,0,6 user reviews,4,2,6
530680,0,3 user reviews,1,2,3
530740,6,Mostly Positive,12,4,16
530820,5,Mixed,5,5,10
530830,7,Positive,8,2,10
530890,8,Very Positive,2026,358,2384
530930,6,Mostly Positive,26,9,35
530940,5,Mixed,59,32,91
530950,6,Mostly Positive,215,71,286
530960,5,Mixed,72,36,108
531110,7,Positive,15,3,18
531180,7,Positive,31,2,33
531240,5,Mixed,14,12,26
531270,6,Mostly Positive,218,88,306
531480,7,Positive,14,2,16
531510,8,Very Positive,463,9,472
531530,8,Very Positive,84,11,95
531540,6,Mostly Positive,32,10,42
531640,6,Mostly Positive,2499,648,3147
531680,8,Very Positive,182,39,221
531730,8,Very Positive,97,4,101
531740,6,Mostly Positive,45,14,59
531780,6,Mostly Positive,11,4,15
531890,6,Mostly Positive,73,26,99
531910,7,Positive,28,3,31
531930,6,Mostly Positive,205,52,257
531960,6,Mostly Positive,629,183,812
531990,7,Positive,33,1,34
532030,5,Mixed,41,37,78
532070,0,1 user reviews,1,0,1
532110,9,Overwhelmingly Positive,1512,71,1583
532120,7,Positive,14,1,15
532170,7,Positive,32,3,35
532190,8,Very Positive,278,26,304
532210,0,No user reviews,0,0,0
532270,8,Very Positive,84,10,94
532290,8,Very Positive,81,17,98
532320,8,Very Positive,64,3,67
532470,0,9 user reviews,9,0,9
532660,5,Mixed,14,13,27
532690,6,Mostly Positive,10,4,14
532700,5,Mixed,9,5,14
532840,8,Very Positive,738,172,910
532890,0,8 user reviews,5,3,8
532900,0,5 user reviews,5,0,5
532920,5,Mixed,13,6,19
532980,7,Positive,30,0,30
533010,6,Mostly Positive,47,17,64
533120,8,Very Positive,1289,272,1561
533150,5,Mixed,174,89,263
533180,4,Mostly Negative,11,31,42
533260,6,Mostly Positive,14,6,20
533300,8,Very Positive,4876,306,5182
533320,5,Mixed,15,13,28
533330,5,Mixed,39,32,71
533480,6,Mostly Positive,101,35,136
533540,5,Mixed,768,402,1170
533580,7,Positive,36,3,39
533620,4,Mostly Negative,106,178,284
533660,0,8 user reviews,3,5,8
533690,6,Mostly Positive,160,64,224
533820,6,Mostly Positive,64,24,88
533860,4,Mostly Negative,34,52,86
533890,5,Mixed,13,6,19
533950,8,Very Positive,117,18,135
534190,7,Positive,42,7,49
534200,6,Mostly Positive,12,4,16
534210,0,9 user reviews,2,7,9
534220,5,Mixed,247,127,374
534230,8,Very Positive,68,15,83
534240,0,1 user reviews,1,0,1
534290,8,Very Positive,237,41,278
534320,5,Mixed,6,6,12
534370,5,Mixed,412,198,610
534430,0,6 user reviews,4,2,6
534440,7,Positive,19,4,23
534550,0,No user reviews,0,0,0
534560,0,5 user reviews,5,0,5
534570,5,Mixed,25,14,39
534680,7,Positive,10,1,11
534780,8,Very Positive,105,8,113
534910,5,Mixed,19,10,29
534920,0,5 user reviews,3,2,5
534960,5,Mixed,22,10,32
534980,0,8 user reviews,5,3,8
535000,7,Positive,23,1,24
535010,0,4 user reviews,3,1,4
535160,7,Positive,35,3,38
535170,5,Mixed,17,15,32
535230,8,Very Positive,3336,480,3816
535240,0,3 user reviews,3,0,3
535380,7,Positive,10,1,11
535400,8,Very Positive,128,21,149
535410,7,Positive,27,4,31
535440,4,Mostly Negative,6,16,22
535480,6,Mostly Positive,670,174,844
535490,5,Mixed,103,68,171
535520,6,Mostly Positive,282,78,360
535630,7,Positive,27,6,33
535690,6,Mostly Positive,79,20,99
535700,5,Mixed,23,10,33
535750,6,Mostly Positive,7,3,10
535840,7,Positive,10,0,10
535850,4,Mostly Negative,86,276,362
535890,7,Positive,13,3,16
535910,7,Positive,19,1,20
535930,0,No user reviews,0,0,0
535980,7,Positive,31,2,33
536040,5,Mixed,44,20,64
536050,0,No user reviews,0,0,0
536220,6,Mostly Positive,5776,1809,7585
536320,5,Mixed,16,23,39
536370,0,4 user reviews,3,1,4
536410,5,Mixed,27,14,41
536430,7,Positive,22,5,27
536450,6,Mostly Positive,33,10,43
536460,0,No user reviews,0,0,0
536470,7,Positive,16,0,16
536490,7,Positive,18,4,22
536530,5,Mixed,10,7,17
536560,8,Very Positive,46,6,52
536630,5,Mixed,14,14,28
536640,5,Mixed,31,36,67
536660,5,Mixed,41,36,77
536670,0,No user reviews,0,0,0
536690,7,Positive,11,1,12
536750,7,Positive,32,8,40
536770,7,Positive,22,0,22
536780,8,Very Positive,57,8,65
536800,0,7 user reviews,2,5,7
536920,0,3 user reviews,2,1,3
536930,5,Mixed,2116,924,3040
536990,8,Very Positive,59,12,71
537000,6,Mostly Positive,39,13,52
537020,0,4 user reviews,4,0,4
537100,8,Very Positive,68,13,81
537200,5,Mixed,22,16,38
537380,0,2 user reviews,2,0,2
537430,5,Mixed,110,128,238
537520,5,Mixed,62,45,107
537740,5,Mixed,23,14,37
537760,0,7 user reviews,6,1,7
537800,8,Very Positive,2739,318,3057
537990,5,Mixed,300,168,468
538050,0,9 user reviews,4,5,9
538060,5,Mixed,45,38,83
538070,8,Very Positive,259,16,275
538100,8,Very Positive,1113,129,1242
538170,0,8 user reviews,6,2,8
538390,0,3 user reviews,2,1,3
538490,0,3 user reviews,1,2,3
538510,0,3 user reviews,1,2,3
538550,7,Positive,17,4,21
538590,4,Mostly Negative,68,123,191
538680,9,Overwhelmingly Positive,1551,59,1610
538710,7,Positive,31,1,32
538790,5,Mixed,7,10,17
538840,8,Very Positive,72,16,88
538920,5,Mixed,11,13,24
538950,7,Positive,31,6,37
538990,5,Mixed,26,17,43
539270,7,Positive,26,5,31
539280,0,7 user reviews,3,4,7
539290,0,7 user reviews,3,4,7
539300,5,Mixed,6,9,15
539340,8,Very Positive,59,5,64
539370,7,Positive,24,5,29
539380,6,Mostly Positive,52,16,68
539400,8,Very Positive,81,4,85
539450,5,Mixed,128,55,183
539460,7,Positive,19,3,22
539560,0,8 user reviews,5,3,8
539640,5,Mixed,130,99,229
539670,8,Very Positive,178,23,201
539700,8,Very Positive,72,9,81
539720,8,Very Positive,361,47,408
539750,6,Mostly Positive,47,16,63
540010,0,9 user reviews,8,1,9
540020,5,Mixed,46,59,105
540060,8,Very Positive,42,10,52
540100,5,Mixed,98,51,149
540150,5,Mixed,6,4,10
540190,0,8 user reviews,7,1,8
540230,0,9 user reviews,8,1,9
540250,0,5 user reviews,2,3,5
540410,7,Positive,14,0,14
540550,5,Mixed,8,8,16
540610,8,Very Positive,962,144,1106
540640,6,Mostly Positive,13,5,18
540660,7,Positive,13,3,16
540690,5,Mixed,23,15,38
540770,0,No user reviews,0,0,0
540780,7,Positive,24,0,24
540840,8,Very Positive,828,87,915
540880,8,Very Positive,83,6,89
540900,5,Mixed,80,92,172
541160,7,Positive,10,2,12
541200,8,Very Positive,47,4,51
541230,8,Very Positive,285,45,330
541240,7,Positive,21,2,23
541300,5,Mixed,578,535,1113
541310,0,No user reviews,0,0,0
541370,4,Mostly Negative,93,217,310
541380,4,Mostly Negative,15,24,39
541450,5,Mixed,42,20,62
541570,9,Overwhelmingly Positive,726,30,756
541720,5,Mixed,18,13,31
541960,0,1 user reviews,1,0,1
542030,7,Positive,32,1,33
542050,8,Very Positive,118,5,123
542100,0,4 user reviews,2,2,4
542200,8,Very Positive,96,5,101
542220,7,Positive,23,0,23
542260,8,Very Positive,303,16,319
542290,7,Positive,38,1,39
542340,5,Mixed,528,560,1088
542350,8,Very Positive,106,22,128
542400,8,Very Positive,96,24,120
542550,5,Mixed,31,15,46
542570,7,Positive,16,3,19
542660,8,Very Positive,73,12,85
542680,5,Mixed,7,7,14
542910,0,6 user reviews,3,3,6
542930,4,Mostly Negative,6,10,16
543010,5,Mixed,120,66,186
543070,7,Positive,20,1,21
543140,8,Very Positive,405,92,497
543180,5,Mixed,70,47,117
543240,8,Very Positive,187,35,222
543260,8,Very Positive,738,70,808
543320,6,Mostly Positive,35,15,50
543360,5,Mixed,49,37,86
543390,6,Mostly Positive,112,34,146
543410,6,Mostly Positive,10,3,13
543430,5,Mixed,14,8,22
543440,7,Positive,17,1,18
543460,5,Mixed,1024,1186,2210
543540,0,7 user reviews,4,3,7
543650,5,Mixed,19,16,35
543710,6,Mostly Positive,11,3,14
543740,0,4 user reviews,2,2,4
543870,8,Very Positive,181,38,219
543900,5,Mixed,1847,1014,2861
543910,0,2 user reviews,2,0,2
543920,0,3 user reviews,1,2,3
543930,8,Very Positive,212,16,228
543940,0,4 user reviews,4,0,4
543980,8,Very Positive,65,7,72
544180,8,Very Positive,166,1,167
544190,7,Positive,38,8,46
544310,8,Very Positive,50,2,52
544330,8,Very Positive,642,146,788
544400,7,Positive,15,0,15
544530,7,Positive,38,3,41
544550,8,Very Positive,878,172,1050
544580,7,Positive,35,6,41
544600,8,Very Positive,68,9,77
544610,6,Mostly Positive,475,121,596
544630,4,Mostly Negative,20,32,52
544650,7,Positive,17,4,21
544680,4,Mostly Negative,15,23,38
544710,7,Positive,19,2,21
544730,5,Mixed,322,470,792
544790,6,Mostly Positive,29,8,37
544800,5,Mixed,7,10,17
544840,6,Mostly Positive,37,14,51
544870,5,Mixed,17,16,33
544970,8,Very Positive,180,6,186
545030,7,Positive,46,2,48
545050,5,Mixed,128,83,211
545060,7,Positive,17,2,19
545180,8,Very Positive,59,8,67
545200,5,Mixed,11,8,19
545270,6,Mostly Positive,769,314,1083
545320,5,Mixed,18,23,41
545330,5,Mixed,13,19,32
545410,5,Mixed,60,27,87
545430,8,Very Positive,58,5,63
545540,8,Very Positive,159,31,190
545570,5,Mixed,19,14,33
545580,6,Mostly Positive,97,41,138
545590,7,Positive,48,0,48
545620,0,No user reviews,0,0,0
545650,5,Mixed,377,460,837
545660,7,Positive,12,0,12
545670,7,Positive,32,1,33
545690,8,Very Positive,383,22,405
545700,4,Mostly Negative,22,44,66
545750,0,No user reviews,0,0,0
545820,5,Mixed,75,66,141
545830,7,Positive,21,5,26
545850,0,7 user reviews,7,0,7
545860,5,Mixed,46,29,75
545890,6,Mostly Positive,9,3,12
545960,8,Very Positive,60,6,66
545980,8,Very Positive,166,6,172
546030,5,Mixed,5,6,11
546040,0,1 user reviews,1,0,1
546050,8,Very Positive,622,153,775
546070,8,Very Positive,49,12,61
546080,8,Very Positive,248,16,264
546090,8,Very Positive,87,7,94
546100,0,5 user reviews,5,0,5
546170,7,Positive,14,2,16
546180,5,Mixed,10,5,15
546200,7,Positive,16,1,17
546220,8,Very Positive,99,17,116
546330,7,Positive,9,1,10
546350,6,Mostly Positive,56,24,80
546380,5,Mixed,104,97,201
546410,7,Positive,37,6,43
546430,0,No user reviews,0,0,0
546490,5,Mixed,27,31,58
546550,8,Very Positive,56,7,63
546660,5,Mixed,28,36,64
546700,5,Mixed,77,49,126
546780,7,Positive,20,3,23
546790,5,Mixed,8,4,12
546800,0,2 user reviews,1,1,2
546900,5,Mixed,27,19,46
546930,5,Mixed,156,137,293
547000,0,4 user reviews,3,1,4
547010,5,Mixed,57,45,102
547090,5,Mixed,11,5,16
547140,0,5 user reviews,5,0,5
547210,0,4 user reviews,4,0,4
